id	well	sample	sample type	sample nucleotide	target	target chemistry	excluded	note	baseline	lower limit	upper limit	common threshold	group threshold	n in log phase	last log cycle	n included	log lin cycle	log lin fluorescence	indiv PCR eff	R2	N0 (indiv eff - for debug use)	Cq (indiv eff - for debug use)	Cq with group threshold (indiv eff - for debug use)	mean PCR eff	standard error of the mean PCR eff	N0 (mean eff)	Cq (mean eff)	mean PCR eff - no plateau	standard error of the mean PCR eff - no plateau	N0 (mean eff) - no plateau	Cq (mean eff) - no plateau	mean PCR eff - mean efficiency	standard error of the mean PCR eff - mean efficiency	N0 (mean eff) - mean efficiency	Cq (mean eff) - mean efficiency	mean PCR eff - no plateau - mean efficiency	standard error of the mean PCR eff - no plateau - mean efficiency	N0 (mean eff) - no plateau - mean efficiency	Cq (mean eff) - no plateau - mean efficiency	mean PCR eff - stat efficiency	standard error of the mean PCR eff - stat efficiency	N0 (mean eff) - stat efficiency	Cq (mean eff) - stat efficiency	mean PCR eff - no plateau - stat efficiency	standard error of the stat PCR eff - no plateau - stat efficiency	N0 (mean eff) - no plateau - stat efficiency	Cq (mean eff) - no plateau - stat efficiency	amplification	baseline error	instable baseline	plateau	noisy sample	PCR efficiency outside mean rage	PCR efficiency outside mean rage - no plateau	PCR efficiency outlier	PCR efficiency outlier - no plateau	short log lin phase	Cq is shifting	too low Cq eff	too low Cq N0	used for W-o-L setting
1	A1	4cdc199d-e24e-40f3-89ec-67da4209132b	std	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		indiv PCR eff is 1.692 < 1.7	0.218424	0.002099	0.025882	0.013	0.013	7	22	4	20.5	0.008670	1.691721	0.999337	1.808284e-07	21.2705	21.2705	1.868526	0.065476	2.356542e-08	21.1480	1.875358	0.058649	2.186663e-08	21.1443	1.875649	0.029855	2.179706e-08	21.1441	1.897136	0.026654	1.725794e-08	21.1326	1.873209	0.058185	2.238660e-08	21.1454	1.875358	0.058649	2.186663e-08	21.1443	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
2	A2	4cdc199d-e24e-40f3-89ec-67da4209132b	std	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye	no amplification in positive control;baseline error in positive control;instable baseline in positive control	no plateau in positive control	0.165263	0.002099	0.025882	0.013	0.013	5	23	0	nan	nan	nan	nan	nan	nan	nan	1.868526	0.065476	nan	nan	1.875358	0.058649	nan	nan	1.875649	0.029855	nan	nan	1.897136	0.026654	nan	nan	1.873209	0.058185	nan	nan	1.875358	0.058649	nan	nan	Yes	Yes	Yes	No	No	Yes	Yes	No	No	Yes	Yes	No	No	No
3	A3	9ef02472-0170-4eff-853a-1f4e6f7a3b42	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		no plateau	0.042865	0.002099	0.025882	0.013	0.013	7	30	4	28.5	0.008365	1.865676	0.998418	1.598231e-10	29.2070	29.2070	1.868526	0.065476	1.530199e-10	29.2052	1.875358	0.058649	1.379032e-10	29.2011	1.875649	0.029855	1.372936e-10	29.2010	1.897136	0.026654	9.923552e-11	29.1885	1.873209	0.058185	1.424831e-10	29.2024	1.875358	0.058649	1.379032e-10	29.2011	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No
4	A4	9ef02472-0170-4eff-853a-1f4e6f7a3b42	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		no plateau	0.043075	0.002099	0.025882	0.013	0.013	5	30	4	28.5	0.007398	1.991416	0.999597	2.202870e-11	29.3184	29.3184	1.868526	0.065476	1.353265e-10	29.4018	1.875358	0.058649	1.219577e-10	29.3966	1.875649	0.029855	nan	29.3963	1.897136	0.026654	nan	29.3804	1.873209	0.058185	1.260081e-10	29.3982	1.875358	0.058649	1.219577e-10	29.3966	Yes	No	No	No	No	Yes	Yes	No	No	Yes	No	No	No	No
5	A5	8e32125b-0da5-44de-9863-9c9c4c5cd748	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.042064	0.002099	0.025882	0.013	0.013	6	29	4	27.5	0.007980	1.960224	0.997993	7.304309e-11	28.2251	28.2251	1.868526	0.065476	2.727477e-10	28.2807	1.875358	0.058649	2.467020e-10	28.2762	1.875649	0.029855	2.456496e-10	28.2760	1.897136	0.026654	1.795890e-10	28.2622	1.873209	0.058185	2.546032e-10	28.2776	1.875358	0.058649	2.467020e-10	28.2762	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
6	A6	8e32125b-0da5-44de-9863-9c9c4c5cd748	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.043927	0.002099	0.025882	0.013	0.013	7	30	4	27.5	0.007109	1.951264	0.998368	7.380711e-11	28.4030	28.4030	1.868526	0.065476	2.429782e-10	28.4656	1.875358	0.058649	2.197752e-10	28.4600	1.875649	0.029855	2.188377e-10	28.4597	1.897136	0.026654	1.599874e-10	28.4427	1.873209	0.058185	2.268140e-10	28.4617	1.875358	0.058649	2.197752e-10	28.4600	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
7	A7	73b4568c-bc96-43c5-bcd2-2f336c1b773a	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		no plateau	0.042502	0.002099	0.025882	0.013	0.013	6	31	4	29.5	0.008999	1.901349	0.999568	5.270810e-11	30.0724	30.0724	1.868526	0.065476	8.810115e-11	30.0884	1.875358	0.058649	7.910847e-11	30.0849	1.875649	0.029855	7.874653e-11	30.0848	1.897136	0.026654	5.627320e-11	30.0744	1.873209	0.058185	8.182951e-11	30.0860	1.875358	0.058649	7.910847e-11	30.0849	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No
8	A8	73b4568c-bc96-43c5-bcd2-2f336c1b773a	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		no plateau	0.040560	0.002099	0.025882	0.013	0.013	7	32	4	30.5	0.008952	1.836682	0.999642	7.922878e-11	31.1137	31.1137	1.868526	0.065476	4.690237e-11	31.0968	1.875358	0.058649	4.196151e-11	31.0933	1.875649	0.029855	4.176304e-11	31.0932	1.897136	0.026654	nan	31.0826	1.873209	0.058185	4.345462e-11	31.0944	1.875358	0.058649	4.196151e-11	31.0933	Yes	No	No	No	No	No	Yes	No	No	No	No	No	No	No
9	A9	d215d094-ddc5-4607-a724-087321a2881b	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.038493	0.002099	0.025882	0.013	0.013	5	28	4	26.5	0.007545	1.899295	0.998807	3.125739e-10	27.3482	27.3482	1.868526	0.065476	4.818661e-10	27.3703	1.875358	0.058649	4.374444e-10	27.3653	1.875649	0.029855	4.356462e-10	27.3651	1.897136	0.026654	3.221398e-10	27.3497	1.873209	0.058185	4.509374e-10	27.3669	1.875358	0.058649	4.374444e-10	27.3653	Yes	No	No	Yes	No	No	No	No	No	Yes	No	No	No	No
10	A10	d215d094-ddc5-4607-a724-087321a2881b	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.040413	0.002099	0.025882	0.013	0.013	8	28	4	26.5	0.007667	1.826344	0.998394	8.967709e-10	27.3767	27.3767	1.868526	0.065476	4.896589e-10	27.3447	1.875358	0.058649	4.445188e-10	27.3398	1.875649	0.029855	4.426915e-10	27.3396	1.897136	0.026654	3.273495e-10	27.3246	1.873209	0.058185	4.582301e-10	27.3413	1.875358	0.058649	4.445188e-10	27.3398	Yes	No	No	Yes	No	No	Yes	No	No	No	No	No	No	Yes
