id	well	sample	sample type	sample nucleotide	target	target chemistry	excluded	note	baseline	lower limit	upper limit	common threshold	group threshold	n in log phase	last log cycle	n included	log lin cycle	log lin fluorescence	indiv PCR eff	R2	N0 (indiv eff - for debug use)	Cq (indiv eff - for debug use)	Cq with group threshold (indiv eff - for debug use)	mean PCR eff	standard error of the mean PCR eff	N0 (mean eff)	Cq (mean eff)	mean PCR eff - no plateau	standard error of the mean PCR eff - no plateau	N0 (mean eff) - no plateau	Cq (mean eff) - no plateau	mean PCR eff - mean efficiency	standard error of the mean PCR eff - mean efficiency	N0 (mean eff) - mean efficiency	Cq (mean eff) - mean efficiency	mean PCR eff - no plateau - mean efficiency	standard error of the mean PCR eff - no plateau - mean efficiency	N0 (mean eff) - no plateau - mean efficiency	Cq (mean eff) - no plateau - mean efficiency	mean PCR eff - stat efficiency	standard error of the mean PCR eff - stat efficiency	N0 (mean eff) - stat efficiency	Cq (mean eff) - stat efficiency	mean PCR eff - no plateau - stat efficiency	standard error of the stat PCR eff - no plateau - stat efficiency	N0 (mean eff) - no plateau - stat efficiency	Cq (mean eff) - no plateau - stat efficiency	amplification	baseline error	instable baseline	plateau	noisy sample	PCR efficiency outside mean rage	PCR efficiency outside mean rage - no plateau	PCR efficiency outlier	PCR efficiency outlier - no plateau	short log lin phase	Cq is shifting	too low Cq eff	too low Cq N0	used for W-o-L setting
1	A1	9159b95c-bb52-489c-8d22-878dddfc40bf	std	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.130672	0.001762	0.019588	0.01	0.01	9	23	4	21.5	0.004829	1.747441	0.995012	2.965949e-08	22.8044	22.8044	1.827082	0.071291	1.137684e-08	22.7079	1.828370	0.071862	1.120578e-08	22.7065	1.825499	0.026808	1.159079e-08	22.7096	1.823359	0.027695	1.188693e-08	22.7120	1.827082	0.071291	1.137684e-08	22.7079	1.828370	0.071862	1.120578e-08	22.7065	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
2	A2	9159b95c-bb52-489c-8d22-878dddfc40bf	std	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		indiv PCR eff is 1.564 < 1.7	0.145436	0.001762	0.019588	0.01	0.01	11	23	5	21.0	0.005437	1.563625	0.984418	4.555974e-07	22.3631	22.3631	1.827082	0.071291	1.731608e-08	22.0110	1.828370	0.071862	1.706173e-08	22.0098	1.825499	0.026808	1.763407e-08	22.0124	1.823359	0.027695	1.807400e-08	22.0144	1.827082	0.071291	1.731608e-08	22.0110	1.828370	0.071862	1.706173e-08	22.0098	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
3	A3	18235c66-599c-4148-a73f-99bbbe0140a0	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.035648	0.001762	0.019588	0.01	0.01	10	25	4	23.5	0.006090	1.792215	0.999370	6.759771e-09	24.3501	24.3501	1.827082	0.071291	4.298171e-09	24.3229	1.828370	0.071862	4.227583e-09	24.3219	1.825499	0.026808	4.386596e-09	24.3241	1.823359	0.027695	4.509241e-09	24.3257	1.827082	0.071291	4.298171e-09	24.3229	1.828370	0.071862	4.227583e-09	24.3219	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
4	A4	18235c66-599c-4148-a73f-99bbbe0140a0	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.036068	0.001762	0.019588	0.01	0.01	8	25	4	23.5	0.006151	1.795820	0.998858	6.512835e-09	24.3301	24.3301	1.827082	0.071291	4.341417e-09	24.3063	1.828370	0.071862	4.270118e-09	24.3054	1.825499	0.026808	4.430731e-09	24.3075	1.823359	0.027695	4.554610e-09	24.3090	1.827082	0.071291	4.341417e-09	24.3063	1.828370	0.071862	4.270118e-09	24.3054	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
5	A5	609764c2-3829-43e9-b7dd-2d9896f564a4	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		no amplification;no plateau;only 0 values in log phase	0.029914	0.001762	0.019588	0.01	0.01	0	35	0	nan	nan	nan	nan	nan	nan	nan	1.827082	0.071291	nan	nan	1.828370	0.071862	nan	nan	1.825499	0.026808	nan	nan	1.823359	0.027695	nan	nan	1.827082	0.071291	nan	nan	1.828370	0.071862	nan	nan	No	No	No	No	No	Yes	Yes	No	No	No	No	No	No	No
6	A6	609764c2-3829-43e9-b7dd-2d9896f564a4	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		no amplification;no plateau;only 0 values in log phase	0.032132	0.001762	0.019588	0.01	0.01	0	35	0	nan	nan	nan	nan	nan	nan	nan	1.827082	0.071291	nan	nan	1.828370	0.071862	nan	nan	1.825499	0.026808	nan	nan	1.823359	0.027695	nan	nan	1.827082	0.071291	nan	nan	1.828370	0.071862	nan	nan	No	No	No	No	No	Yes	Yes	No	No	No	No	No	No	No
7	A7	29e0c8cf-0543-4238-8027-eae977e949a1	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		baseline error;instable baseline;no plateau	0.032740	0.001762	0.019588	0.01	0.01	8	35	0	nan	nan	nan	nan	nan	nan	nan	1.827082	0.071291	nan	nan	1.828370	0.071862	nan	nan	1.825499	0.026808	nan	nan	1.823359	0.027695	nan	nan	1.827082	0.071291	nan	nan	1.828370	0.071862	nan	nan	Yes	Yes	Yes	No	No	Yes	Yes	No	No	Yes	Yes	No	No	No
8	A8	29e0c8cf-0543-4238-8027-eae977e949a1	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		no amplification;no plateau;only 0 values in log phase	0.029112	0.001762	0.019588	0.01	0.01	0	35	0	nan	nan	nan	nan	nan	nan	nan	1.827082	0.071291	nan	nan	1.828370	0.071862	nan	nan	1.825499	0.026808	nan	nan	1.823359	0.027695	nan	nan	1.827082	0.071291	nan	nan	1.828370	0.071862	nan	nan	No	No	No	No	No	Yes	Yes	No	No	No	No	No	No	No
9	A9	a1e82b39-6cbc-4389-a8de-f6a0f3be583c	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		no plateau	0.030275	0.001762	0.019588	0.01	0.01	8	29	4	26.5	0.005402	1.732846	0.998937	2.543420e-09	27.6201	27.6201	1.827082	0.071291	6.251323e-10	27.5217	1.828370	0.071862	6.135674e-10	27.5205	1.825499	0.026808	nan	27.5232	1.823359	0.027695	nan	27.5252	1.827082	0.071291	6.251323e-10	27.5217	1.828370	0.071862	6.135674e-10	27.5205	Yes	No	No	No	No	Yes	Yes	No	No	No	No	No	No	No
10	A10	a1e82b39-6cbc-4389-a8de-f6a0f3be583c	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.032803	0.001762	0.019588	0.01	0.01	7	28	4	26.5	0.005336	1.777220	0.998378	1.285458e-09	27.5923	27.5923	1.827082	0.071291	6.174647e-10	27.5422	1.828370	0.071862	6.060416e-10	27.5410	1.825499	0.026808	6.318079e-10	27.5437	1.823359	0.027695	6.517629e-10	27.5457	1.827082	0.071291	6.174647e-10	27.5422	1.828370	0.071862	6.060416e-10	27.5410	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
