id	well	sample	sample type	sample nucleotide	target	target chemistry	excluded	note	baseline	lower limit	upper limit	common threshold	group threshold	n in log phase	last log cycle	n included	log lin cycle	log lin fluorescence	indiv PCR eff	R2	N0 (indiv eff - for debug use)	Cq (indiv eff - for debug use)	Cq with group threshold (indiv eff - for debug use)	mean PCR eff	standard error of the mean PCR eff	N0 (mean eff)	Cq (mean eff)	mean PCR eff - no plateau	standard error of the mean PCR eff - no plateau	N0 (mean eff) - no plateau	Cq (mean eff) - no plateau	mean PCR eff - mean efficiency	standard error of the mean PCR eff - mean efficiency	N0 (mean eff) - mean efficiency	Cq (mean eff) - mean efficiency	mean PCR eff - no plateau - mean efficiency	standard error of the mean PCR eff - no plateau - mean efficiency	N0 (mean eff) - no plateau - mean efficiency	Cq (mean eff) - no plateau - mean efficiency	mean PCR eff - stat efficiency	standard error of the mean PCR eff - stat efficiency	N0 (mean eff) - stat efficiency	Cq (mean eff) - stat efficiency	mean PCR eff - no plateau - stat efficiency	standard error of the stat PCR eff - no plateau - stat efficiency	N0 (mean eff) - no plateau - stat efficiency	Cq (mean eff) - no plateau - stat efficiency	amplification	baseline error	instable baseline	plateau	noisy sample	PCR efficiency outside mean rage	PCR efficiency outside mean rage - no plateau	PCR efficiency outlier	PCR efficiency outlier - no plateau	short log lin phase	Cq is shifting	too low Cq eff	too low Cq N0	used for W-o-L setting
1	A1	d2aebab4-7d90-4398-a1b5-1b8551034446	std	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.568 < 1.7	0.196736	0.032359	0.221309	0.11049999999999999	0.1105	11	16	4	14.5	0.085107	1.567623	0.999835	1.255925e-04	15.0808	15.0808	1.617571	0.051624	7.969829e-05	15.0429	1.617571	0.051624	7.969829e-05	15.0429	1.609522	0.026461	8.567630e-05	15.0486	1.609522	0.026461	8.567630e-05	15.0486	1.617571	0.051624	7.969829e-05	15.0429	1.617571	0.051624	7.969829e-05	15.0429	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
2	A2	d2aebab4-7d90-4398-a1b5-1b8551034446	std	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.549 < 1.7	0.195755	0.032359	0.221309	0.11049999999999999	0.1105	11	16	4	14.5	0.088041	1.549434	0.999956	1.538762e-04	15.0189	15.0189	1.617571	0.051624	8.244530e-05	14.9725	1.617571	0.051624	8.244530e-05	14.9725	1.609522	0.026461	8.862935e-05	14.9774	1.609522	0.026461	8.862935e-05	14.9774	1.617571	0.051624	8.244530e-05	14.9725	1.617571	0.051624	8.244530e-05	14.9725	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
3	A3	0162bf81-0c3c-49f7-a2fa-8bf80799700b	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.633 < 1.7	0.058836	0.032359	0.221309	0.11049999999999999	0.1105	11	24	4	22.5	0.077560	1.633042	0.999865	1.250825e-06	23.2217	23.2217	1.617571	0.051624	1.549581e-06	23.2360	1.617571	0.051624	1.549581e-06	23.2360	1.609522	0.026461	1.733630e-06	23.2437	1.609522	0.026461	1.733630e-06	23.2437	1.617571	0.051624	1.549581e-06	23.2360	1.617571	0.051624	1.549581e-06	23.2360	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
4	A4	0162bf81-0c3c-49f7-a2fa-8bf80799700b	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.631 < 1.7	0.058256	0.032359	0.221309	0.11049999999999999	0.1105	11	25	4	22.5	0.078164	1.630911	0.999935	1.298163e-06	23.2078	23.2078	1.617571	0.051624	1.561654e-06	23.2199	1.617571	0.051624	1.561654e-06	23.2199	1.609522	0.026461	1.747138e-06	23.2274	1.609522	0.026461	1.747138e-06	23.2274	1.617571	0.051624	1.561654e-06	23.2199	1.617571	0.051624	1.561654e-06	23.2199	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
5	A5	78a28f71-4fba-4ac7-89ca-40131a695c15	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.631 < 1.7	0.059402	0.032359	0.221309	0.11049999999999999	0.1105	11	24	4	22.5	0.089805	1.631114	0.999770	1.487310e-06	22.9238	22.9238	1.617571	0.051624	1.794232e-06	22.9312	1.617571	0.051624	1.794232e-06	22.9312	1.609522	0.026461	2.007340e-06	22.9357	1.609522	0.026461	2.007340e-06	22.9357	1.617571	0.051624	1.794232e-06	22.9312	1.617571	0.051624	1.794232e-06	22.9312	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
6	A6	78a28f71-4fba-4ac7-89ca-40131a695c15	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.625 < 1.7	0.061404	0.032359	0.221309	0.11049999999999999	0.1105	12	24	4	22.5	0.087803	1.625084	0.999771	1.580531e-06	22.9735	22.9735	1.617571	0.051624	1.754230e-06	22.9781	1.617571	0.051624	1.754230e-06	22.9781	1.609522	0.026461	1.962587e-06	22.9831	1.609522	0.026461	1.962587e-06	22.9831	1.617571	0.051624	1.754230e-06	22.9781	1.617571	0.051624	1.754230e-06	22.9781	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
7	A7	69b3b21f-26d1-436a-bff8-e54767408ac6	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.588 < 1.7	0.054477	0.032359	0.221309	0.11049999999999999	0.1105	11	25	4	23.5	0.091757	1.587638	0.999811	1.757826e-06	23.9021	23.9021	1.617571	0.051624	1.133320e-06	23.8865	1.617571	0.051624	1.133320e-06	23.8865	1.609522	0.026461	1.274270e-06	23.8905	1.609522	0.026461	1.274270e-06	23.8905	1.617571	0.051624	1.133320e-06	23.8865	1.617571	0.051624	1.133320e-06	23.8865	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
8	A8	69b3b21f-26d1-436a-bff8-e54767408ac6	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.589 < 1.7	0.057582	0.032359	0.221309	0.11049999999999999	0.1105	11	25	4	23.5	0.099181	1.589192	0.999793	1.856885e-06	23.7333	23.7333	1.617571	0.051624	1.225018e-06	23.7247	1.617571	0.051624	1.225018e-06	23.7247	1.609522	0.026461	1.377372e-06	23.7271	1.609522	0.026461	1.377372e-06	23.7271	1.617571	0.051624	1.225018e-06	23.7247	1.617571	0.051624	1.225018e-06	23.7247	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
9	A9	ef6a7061-9810-49e6-a470-2cf09f111c87	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.547 < 1.7	0.060001	0.032359	0.221309	0.11049999999999999	0.1105	11	22	5	20.0	0.089407	1.546858	0.999783	1.453319e-05	20.4856	20.4856	1.617571	0.051624	5.944376e-06	20.4404	1.617571	0.051624	5.944376e-06	20.4404	1.609522	0.026461	6.567994e-06	20.4451	1.609522	0.026461	6.567994e-06	20.4451	1.617571	0.051624	5.944376e-06	20.4404	1.617571	0.051624	5.944376e-06	20.4404	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
10	A10	ef6a7061-9810-49e6-a470-2cf09f111c87	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.538 < 1.7	0.061449	0.032359	0.221309	0.11049999999999999	0.1105	11	22	4	19.5	0.079696	1.538050	0.999996	1.800987e-05	20.2591	20.2591	1.617571	0.051624	6.739107e-06	20.1795	1.617571	0.051624	6.739107e-06	20.1795	1.609522	0.026461	7.427551e-06	20.1866	1.609522	0.026461	7.427551e-06	20.1866	1.617571	0.051624	6.739107e-06	20.1795	1.617571	0.051624	6.739107e-06	20.1795	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
